,UnqID,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area
489,CSHCY070,CSHCY,Cycle Superhighway cycle surveys,530877.93,177098.19,Clapham Road Oval,Lambeth,Inner
490,CSHCY071,CSHCY,Cycle Superhighway cycle surveys,531258.88,177739.94,Kennington Park Road,Lambeth,Inner
491,CSHCY072,CSHCY,Cycle Superhighway cycle surveys,531836.58,178702.77,Newington Butts,Southwark,Inner
492,CSHCY073,CSHCY,Cycle Superhighway cycle surveys,531835.72,178782.79,Churchyard Row,Southwark,Central
493,CSHCY074,CSHCY,Cycle Superhighway cycle surveys,531976.071,179380.862,Southwark Bridge Road (south),Southwark,Central
494,CSHCY075,CSHCY,Cycle Superhighway cycle surveys,532052.5,179677.64,Southwark Bridge Road,Southwark,Central
495,CSHCY076,CSHCY,Cycle Superhighway cycle surveys,532263.5,180067.71,Southwark Bridge Road (north - between Flat Iron Square and America Street),Southwark,Central
496,CSHCY077,CSHCY,Cycle Superhighway cycle surveys,532334.06,180520.37,Southwark Bridge,Southwark,Central
497,CSHCY078,CSHCY,Cycle Superhighway cycle surveys,526015.41,175129.06,Old York Road,Wandsworth,Inner
498,CSHCY079,CSHCY,Cycle Superhighway cycle surveys,526577.0,175710.74,York Road,Wandsworth,Inner
499,CSHCY080,CSHCY,Cycle Superhighway cycle surveys,527486.69,176384.3,Battersea Park Road (Latchmere),Wandsworth,Inner
500,CSHCY081,CSHCY,Cycle Superhighway cycle surveys,528262.77,176684.73,Battersea Park Road (Battersea),Wandsworth,Inner
501,CSHCY082,CSHCY,Cycle Superhighway cycle surveys,528551.2,177887.79,Chelsea Bridge,Westminster,Inner
502,CSHCY083,CSHCY,Cycle Superhighway cycle surveys,529413.03,177893.68,Grosvenor Road,Westminster,Inner
503,CSHCY084,CSHCY,Cycle Superhighway cycle surveys,530251.49,178742.45,Millbank (south of Thorney Street),Westminster,Central
504,CSHCY085,CSHCY,Cycle Superhighway cycle surveys,524428.95,186774.05,Hendon Way,Barnet,Outer
505,CSHCY086,CSHCY,Cycle Superhighway cycle surveys,525001.27,186055.73,Hendon Way Child's Hill,Barnet,Outer
506,CSHCY087,CSHCY,Cycle Superhighway cycle surveys,525155.54,185914.57,Finchley Road (Fortune Green),Camden,Outer
507,CSHCY088,CSHCY,Cycle Superhighway cycle surveys,525764.04,185300.36,Finchley Road (West Hampstead),Camden,Inner
508,CSHCY089,CSHCY,Cycle Superhighway cycle surveys,526348.74,184641.03,Finchley Road station,Camden,Inner
509,CSHCY090,CSHCY,Cycle Superhighway cycle surveys,526729.0,184207.0,Swiss Cottage,Camden,Inner
510,CSHCY091,CSHCY,Cycle Superhighway cycle surveys,526929.34,183873.06,Avenue Road,Camden,Inner
511,CSHCY092,CSHCY,Cycle Superhighway cycle surveys,527587.56,182584.97,Outer Circle (west),Westminster,Inner
512,CSHCY093,CSHCY,Cycle Superhighway cycle surveys,528563.13,182214.9,Park Square West,Westminster,Inner
513,CSHCY094,CSHCY,Cycle Superhighway cycle surveys,528754.68,182255.88,Park Square East,Camden,Inner
514,CSHCY095,CSHCY,Cycle Superhighway cycle surveys,528827.266,181673.546,Portland Place,Westminster,Central
515,CSHCY096,CSHCY,Cycle Superhighway cycle surveys,528375.799,182227.448,Outer Circle (south),Westminster,Inner
516,CSHCY097,CSHCY,Cycle Superhighway cycle surveys,527982.543,182175.712,Cornwall Terrace,Westminster,Inner
517,CSHCY098,CSHCY,Cycle Superhighway cycle surveys,521446.0,180893.0,Western Avenue (Savoy Circus),Ealing,Inner
518,CSHCY099,CSHCY,Cycle Superhighway cycle surveys,522148.0,180960.0,Westway (White City),Hammersmith & Fulham,Inner
519,CSHCY100,CSHCY,Cycle Superhighway cycle surveys,525949.15,181514.85,Westway (raised section),Westminster,Inner
520,CSHCY101,CSHCY,Cycle Superhighway cycle surveys,526366.28,181270.75,Westbourne Terrace,Westminster,Inner
521,CSHCY102,CSHCY,Cycle Superhighway cycle surveys,526820.35,180795.65,Bayswater Road (Lancaster Gate),Westminster,Inner
522,CSHCY103,CSHCY,Cycle Superhighway cycle surveys,526919.74,180696.27,West Carriage Drive (south of Victoria Gate),Westminster,Inner
523,CSHCY104,CSHCY,Cycle Superhighway cycle surveys,528285.14,179958.28,Serpentine Road,Westminster,Inner
524,CSHCY105,CSHCY,Cycle Superhighway cycle surveys,527381.27,180843.55,The Ring (North Carriage Drive),Westminster,Inner
525,CSHCY106,CSHCY,Cycle Superhighway cycle surveys,526896.76,180120.74,West Carriage Drive,Westminster,Inner
526,CSHCY107,CSHCY,Cycle Superhighway cycle surveys,527826.65,179797.94,South Carriage Drive,Westminster,Inner
527,CSHCY108,CSHCY,Cycle Superhighway cycle surveys,528380.56,179808.79,Aspley Way (at Hyde Park Corner),Westminster,Inner
528,CSHCY109,CSHCY,Cycle Superhighway cycle surveys,528783.394,179793.874,Constitution Hill,Westminster,Central
529,CSHCY110,CSHCY,Cycle Superhighway cycle surveys,529649.63,179657.87,Birdcage Walk,Westminster,Central
530,CSHCY111,CSHCY,Cycle Superhighway cycle surveys,530249.63,179666.46,Bridge Street,Westminster,Central
531,CSHCY112,CSHCY,Cycle Superhighway cycle surveys,530326.96,179837.81,Victoria Embankment (between Derby Gate and Westminster Bridge),Westminster,Central
532,CSHCY113,CSHCY,Cycle Superhighway cycle surveys,530526.13,180526.32,Victoria Embankment (by Cleopatra's Needle),Westminster,Central
533,CSHCY114,CSHCY,Cycle Superhighway cycle surveys,531293.47,180816.83,Temple,City of London,Central
534,CSHCY115,CSHCY,Cycle Superhighway cycle surveys,532298.77,180850.73,Upper Thames Street (west of Southwark Bridge),City of London,Central
535,CSHCY116,CSHCY,Cycle Superhighway cycle surveys,532682.9,180753.71,Upper Thames Street (east of Southwark Bridge),City of London,Central
536,CSHCY117,CSHCY,Cycle Superhighway cycle surveys,533109.73,180659.21,Lower Thames Street,City of London,Central
537,CSHCY118,CSHCY,Cycle Superhighway cycle surveys,531541.26,179240.8,St. George's Road,Southwark,Central
538,CSHCY119,CSHCY,Cycle Superhighway cycle surveys,531612.85,179403.09,Lambeth Road,Southwark,Central
539,CSHCY120,CSHCY,Cycle Superhighway cycle surveys,531652.69,179548.54,Blackfriars Road,Southwark,Central
540,CSHCY121,CSHCY,Cycle Superhighway cycle surveys,531651.06,180066.48,Blackfriars Road (Southwark station),Southwark,Central
541,CSHCY122,CSHCY,Cycle Superhighway cycle surveys,531646.25,180576.49,Blackfriars Bridge,City of London,Central
542,CSHCY123,CSHCY,Cycle Superhighway cycle surveys,531647.29,181040.0,New Bridge Street,City of London,Central
543,CSHCY124,CSHCY,Cycle Superhighway cycle surveys,531595.27,181401.0,Farringdon Street,City of London,Central
544,CSHCY125,CSHCY,Cycle Superhighway cycle surveys,531384.41,181984.02,Saffron Hill,Camden,Central
545,CSHCY126,CSHCY,Cycle Superhighway cycle surveys,531236.77,182156.33,Warner Street,Islington,Central
546,CSHCY127,CSHCY,Cycle Superhighway cycle surveys,530881.71,182497.52,Pakenham Street,Camden,Central
547,CSHCY128,CSHCY,Cycle Superhighway cycle surveys,530506.41,182825.15,Grays Inn Road,Camden,Inner
548,CSHCY129,CSHCY,Cycle Superhighway cycle surveys,530328.06,183265.49,York Way,Camden,Inner
549,CSHCY130,CSHCY,Cycle Superhighway cycle surveys,531845.63,179169.79,Princess Street,Southwark,Central
550,CSHCY131,CSHCY,Cycle Superhighway cycle surveys,533457.87,189565.83,Philip Lane,Haringey,Outer
551,CSHCY132,CSHCY,Cycle Superhighway cycle surveys,533657.67,188928.18,Seven Sisters station,Haringey,Outer
552,CSHCY133,CSHCY,Cycle Superhighway cycle surveys,533155.68,183866.04,De Beauvoir Road,Hackney,Inner
553,CSHCY134,CSHCY,Cycle Superhighway cycle surveys,538400.13,177931.54,Thames Path (University of Greenwich),Greenwich,Outer
554,CSHCY135,CSHCY,Cycle Superhighway cycle surveys,530542.412,178003.267,Harleyford Road (2),Lambeth,Inner
555,CSHCY136,CSHCY,Cycle Superhighway cycle surveys,531519.94,181820.84,Farringdon Road (near station),Islington,Central
556,CSHCY137,CSHCY,Cycle Superhighway cycle surveys,527939.25,183467.56,Outer Circle (north),Westminster,Inner
557,CSHCY138,CSHCY,Cycle Superhighway cycle surveys,529823.68,178408.31,Vauxhall Bridge Road,Westminster,Inner
558,CSHCY139,CSHCY,Cycle Superhighway cycle surveys,530554.103143,182581.015983,Sidmouth Square,Camden,Central
559,CSHCY140,CSHCY,Cycle Superhighway cycle surveys,524034.428263298,178735.806662776,Hammersmith Road,Hammersmith & Fulham,Inner
560,CSHCY141,CSHCY,Cycle Superhighway cycle surveys,523098.89416,178559.657085,King Street (by the Mall),Hammersmith & Fulham,Inner
561,CSHCY142,CSHCY,Cycle Superhighway cycle surveys,522509.998916316,178605.144064556,King Street,Hammersmith & Fulham,Inner
562,CSHCY143,CSHCY,Cycle Superhighway cycle surveys,521433.573209323,178547.450579144,Chiswick High Road,Hounslow,Outer
563,CSHCY144,CSHCY,Cycle Superhighway cycle surveys,525499.99611908,180522.995085412,Notting Hill Gate,Kensington & Chelsea,Inner
564,CSHCY145,CSHCY,Cycle Superhighway cycle surveys,524675.0,180242.0,Holland Park Avenue,Kensington & Chelsea,Inner
565,CSHCY146,CSHCY,Cycle Superhighway cycle surveys,523734.0,179878.0,Shepherds Bush station,Hammersmith & Fulham,Inner
566,CSHCY147,CSHCY,Cycle Superhighway cycle surveys,523306.0,180552.0,Wood Lane,Hammersmith & Fulham,Inner
567,CSHCY148,CSHCY,Cycle Superhighway cycle surveys,522148.0,180960.0,Westway (White City),Hammersmith & Fulham,Inner
568,CSHCY149,CSHCY,Cycle Superhighway cycle surveys,521446.0,180893.0,Western Avenue (Savoy Circus),Ealing,Inner
569,CSHCY150,CSHCY,Cycle Superhighway cycle surveys,520519.0,181817.0,Western Avenue (Gypsy Corner),Ealing,Outer
570,CSHCY151,CSHCY,Cycle Superhighway cycle surveys,520205.00139,178299.001697,Heathfield Terrace,Hounslow,Outer
571,CSHCY152,CSHCY,Cycle Superhighway cycle surveys,518844.0,178014.0,Kew Bridge Road,Hounslow,Outer
572,CSHCY153,CSHCY,Cycle Superhighway cycle surveys,517265.257834,177284.732029,High Street,Hounslow,Outer
573,CSHCY154,CSHCY,Cycle Superhighway cycle surveys,516468.999304,176817.99563,London Road,Hounslow,Outer
574,CSHCY155,CSHCY,Cycle Superhighway cycle surveys,515441.714,176433.246,London Road (Isleworth station),Hounslow,Outer
575,CSHCY156,CSHCY,Cycle Superhighway cycle surveys,514681.997741,176035.999475,High Street London,Hounslow,Outer
576,CSHCY157,CSHCY,Cycle Superhighway cycle surveys,528724.277,182539.298,Outer Circle (east),Camden,Inner
577,CSHCY158,CSHCY,Cycle Superhighway cycle surveys,530151.439,182677.799,Judd Street,Camden,Central
578,CSHCY202,CSHCY,Cycle Superhighway cycle surveys,519063.0,178135.0,Chiswick High Road (railway bridge),Hounslow,Outer
579,INNCY001,INNCY,Inner area cycle surveys,536005.234594519,183224.931664111,Grove Road,Tower Hamlets,Inner
580,INNCY002,INNCY,Inner area cycle surveys,535642.254024604,186677.193464451,Lea Bridge Road,Waltham Forest,Inner
581,INNCY003,INNCY,Inner area cycle surveys,536945.0,181263.0,Burdett Road (south of Limehouse Cut),Tower Hamlets,Inner
582,INNCY004,INNCY,Inner area cycle surveys,531355.382916187,186695.088342095,Seven Sisters Road (Finsbury Park),Islington,Inner
583,INNCY005,INNCY,Inner area cycle surveys,532769.856128325,188001.364424456,Seven Sisters Road,Haringey,Inner
584,INNCY006,INNCY,Inner area cycle surveys,530080.34,187472.06,Hornsey Rise,Islington,Inner
585,INNCY007,INNCY,Inner area cycle surveys,530305.06107264,183746.562348881,York Way,Islington,Inner
586,INNCY008,INNCY,Inner area cycle surveys,535194.877009258,184187.596104282,Well Street,Hackney,Inner
587,INNCY009,INNCY,Inner area cycle surveys,534597.9428306,183233.289271771,Hackney Road,Tower Hamlets,Inner
588,INNCY010,INNCY,Inner area cycle surveys,533697.755304643,180336.75839511,Tower Bridge,Tower Hamlets,Inner
589,INNCY011,INNCY,Inner area cycle surveys,537205.031150767,179057.254649247,Westferry Road,Tower Hamlets,Inner
590,INNCY012,INNCY,Inner area cycle surveys,531402.792017518,174615.146189567,Dulwich Road,Lambeth,Inner
591,INNCY013,INNCY,Inner area cycle surveys,535246.845629378,177292.71974211,Old Kent Road (New Cross Gate),Lewisham,Inner
592,INNCY014,INNCY,Inner area cycle surveys,537067.289160013,176982.738473326,New Cross Road,Lewisham,Inner
593,INNCY015,INNCY,Inner area cycle surveys,530230.204162903,172489.704590896,Streatham High Road,Lambeth,Inner
594,INNCY016,INNCY,Inner area cycle surveys,530770.016558253,174613.666613091,Brixton Hill,Lambeth,Inner
595,INNCY017,INNCY,Inner area cycle surveys,531192.749085968,176321.777671387,Brixton Road,Lambeth,Inner
596,INNCY018,INNCY,Inner area cycle surveys,530831.137196196,175940.656766111,Stockwell Road,Lambeth,Inner
597,INNCY019,INNCY,Inner area cycle surveys,530435.135156571,176985.507680648,South Lambeth Road,Lambeth,Inner
598,INNCY020,INNCY,Inner area cycle surveys,534437.353775534,175952.523369332,Peckham Rye,Southwark,Inner
599,INNCY021,INNCY,Inner area cycle surveys,531449.566249145,178461.005323841,Kennigton Lane,Lambeth,Inner
600,INNCY022,INNCY,Inner area cycle surveys,532247.90253532,179001.980471316,New Kent Road,Southwark,Inner
601,INNCY023,INNCY,Inner area cycle surveys,535073.047986428,178558.287477115,Rotherhithe New Road,Southwark,Inner
602,INNCY024,INNCY,Inner area cycle surveys,532063.040020372,174181.520313683,Norwood Road,Southwark,Inner
603,INNCY025,INNCY,Inner area cycle surveys,534755.002999514,173070.998197332,London Road,Lewisham,Inner
604,INNCY026,INNCY,Inner area cycle surveys,533968.720992669,178109.965807858,Old Kent Road,Southwark,Inner
605,INNCY027,INNCY,Inner area cycle surveys,523535.536106193,171973.512349388,Parkside High Street,Merton,Inner
606,INNCY028,INNCY,Inner area cycle surveys,523111.228771808,175297.970733075,Upper Richmond Road,Wandsworth,Inner
607,INNCY029,INNCY,Inner area cycle surveys,525948.08220968,175604.642949066,Wandsworth Bridge,Hammersmith & Fulham,Inner
608,INNCY030,INNCY,Inner area cycle surveys,524261.489000961,175780.27267558,Putney Bridge,Hammersmith & Fulham,Inner
609,INNCY031,INNCY,Inner area cycle surveys,523973.002558095,177537.999531501,Lillie Road,Hammersmith & Fulham,Inner
610,INNCY032,INNCY,Inner area cycle surveys,529186.445387992,177288.271015545,Battersea Park Road,Wandsworth,Inner
611,INNCY033,INNCY,Inner area cycle surveys,527089.610919127,177224.899155551,Battersea Bridge Road,Wandsworth,Inner
612,INNCY034,INNCY,Inner area cycle surveys,527453.003742097,177342.995350867,Albert Bridge Road,Wandsworth,Inner
613,INNCY035,INNCY,Inner area cycle surveys,528627.001502161,175500.002901968,Cedars Road,Lambeth,Inner
614,INNCY036,INNCY,Inner area cycle surveys,522607.397823103,173118.154698924,Kingston Road,Wandsworth,Inner
615,INNCY037,INNCY,Inner area cycle surveys,524287.023955191,174214.730807278,West Hill,Wandsworth,Inner
616,INNCY038,INNCY,Inner area cycle surveys,523822.530193,174511.755784763,Putney Hill,Wandsworth,Inner
617,INNCY039,INNCY,Inner area cycle surveys,525784.104434501,169914.401763662,Morden Road,Merton,Inner
618,INNCY040,INNCY,Inner area cycle surveys,525516.791308543,172111.332898666,Durnsford Road,Merton,Inner
619,INNCY041,INNCY,Inner area cycle surveys,527236.999631371,175763.997334348,Falcon Road,Wandsworth,Inner
620,INNCY042,INNCY,Inner area cycle surveys,526015.403133571,177204.095110647,King's Road,Hammersmith & Fulham,Inner
621,INNCY043,INNCY,Inner area cycle surveys,528117.835998923,177811.061368363,Chelsea Embankment,Kensington & Chelsea,Inner
622,INNCY044,INNCY,Inner area cycle surveys,528264.293019262,175206.107028787,Clapham Common (north side),Wandsworth,Inner
623,INNCY045,INNCY,Inner area cycle surveys,525713.246379399,177237.555532701,Fulham Road,Hammersmith & Fulham,Inner
624,INNCY046,INNCY,Inner area cycle surveys,525357.612158925,174311.373143697,Buckhold Road,Wandsworth,Inner
625,INNCY047,INNCY,Inner area cycle surveys,522577.319840206,182268.095555598,Scrubs Lane,Hammersmith & Fulham,Inner
626,INNCY048,INNCY,Inner area cycle surveys,520630.627933992,180048.320959467,The Vale,Ealing,Inner
627,INNCY049,INNCY,Inner area cycle surveys,523159.684995899,179646.685926299,Goldhawk Road,Hammersmith & Fulham,Inner
628,INNCY050,INNCY,Inner area cycle surveys,523384.997780609,178938.998499718,Shepherd's Bush Road,Hammersmith & Fulham,Inner
629,INNCY051,INNCY,Inner area cycle surveys,524675.0,180242.0,Holland Park Avenue,Kensington & Chelsea,Inner
630,INNCY052,INNCY,Inner area cycle surveys,525180.293874884,179354.649520851,Kensington High Street,Kensington & Chelsea,Inner
631,INNCY053,INNCY,Inner area cycle surveys,524824.090745195,184402.584564475,Kilburn High Road (Brondesbury),Camden,Inner
632,INNCY054,INNCY,Inner area cycle surveys,525464.064142801,183569.603002967,Kilburn High Road (Kilburn Park),Camden,Inner
633,INNCY055,INNCY,Inner area cycle surveys,527394.999737251,185045.000674777,Haverstock Hill,Camden,Inner
634,INNCY056,INNCY,Inner area cycle surveys,528997.559283227,185036.972972682,Kentish Town Road,Camden,Inner
635,INNCY057,INNCY,Inner area cycle surveys,529211.0,182856.0,Hampstead Road,Camden,Inner
636,INNCY058,INNCY,Inner area cycle surveys,529472.499537834,182994.647582244,Eversholt Street,Camden,Inner
637,INNCY059,INNCY,Inner area cycle surveys,528131.300183701,183674.702918429,Prince Albert Road,Camden,Inner
638,INNCY060,INNCY,Inner area cycle surveys,527038.153492795,181308.620202561,Sussex Gardens,Westminster,Inner
639,INNCY061,INNCY,Inner area cycle surveys,524944.699498982,181742.396035521,Great Western Road,Westminster,Inner
640,INNCY062,INNCY,Inner area cycle surveys,528501.000478414,188148.002449758,Archway Road,Haringey,Inner
641,INNCY063,INNCY,Inner area cycle surveys,528745.52,183053.72,Albany Street,Camden,Inner
642,INNCY064,INNCY,Inner area cycle surveys,525499.99611908,180522.995085412,Notting Hill Gate,Kensington & Chelsea,Inner
643,INNCY065,INNCY,Inner area cycle surveys,525433.367780322,180044.082172807,Kensington Church Street,Kensington & Chelsea,Inner
644,INNCY066,INNCY,Inner area cycle surveys,526191.608334362,179640.297754894,Kensington Road,Westminster,Inner
645,INNCY067,INNCY,Inner area cycle surveys,525365.81599472,178040.245765012,Old Brompton Road,Kensington & Chelsea,Inner
646,INNCY068,INNCY,Inner area cycle surveys,525574.597431922,178544.731357513,Earl's Court Road,Kensington & Chelsea,Inner
647,INNCY069,INNCY,Inner area cycle surveys,525336.68619385,178371.081064393,Warwick Road,Kensington & Chelsea,Inner
648,INNCY070,INNCY,Inner area cycle surveys,524034.428263298,178735.806662776,Hammersmith Road,Hammersmith & Fulham,Inner
649,INNCY071,INNCY,Inner area cycle surveys,522509.998916316,178605.144064556,King Street,Hammersmith & Fulham,Inner
650,INNCY072,INNCY,Inner area cycle surveys,523287.574138638,180683.019278963,Wood Lane,Hammersmith & Fulham,Inner
651,INNCY073,INNCY,Inner area cycle surveys,523004.620131771,178144.58589796,Hammersmith Bridge Road,Hammersmith & Fulham,Inner
652,INNCY074,INNCY,Inner area cycle surveys,522189.999849921,178370.001373451,Great West Road,Hammersmith & Fulham,Inner
653,INNCY075,INNCY,Inner area cycle surveys,527066.772099877,178616.780733594,Fulham Road,Kensington & Chelsea,Inner
654,INNCY076,INNCY,Inner area cycle surveys,528640.680058527,178626.957820433,Buckingham Palace Road,Westminster,Inner
655,INNCY077,INNCY,Inner area cycle surveys,527597.003734228,178335.001392092,King's Road (Belgravia),Kensington & Chelsea,Inner
656,INNCY078,INNCY,Inner area cycle surveys,528572.996351948,184248.998528021,Chalk Farm Road,Camden,Inner
657,INNCY079,INNCY,Inner area cycle surveys,527569.003506729,182420.00207281,Park Road,Westminster,Inner
658,INNCY080,INNCY,Inner area cycle surveys,531956.579791435,184908.19983361,Highbury Grove,Islington,Inner
659,INNCY081,INNCY,Inner area cycle surveys,533566.749528807,185657.665301351,Stoke Newington Road,Hackney,Inner
660,INNCY082,INNCY,Inner area cycle surveys,534917.925406872,183093.739217559,Cambridge Heath Road,Tower Hamlets,Inner
661,INNCY083,INNCY,Inner area cycle surveys,533062.00337832,174499.999150064,East Dulwich Road,Southwark,Inner
662,INNCY084,INNCY,Inner area cycle surveys,530630.501879361,175107.295313346,Acre Lane,Lambeth,Inner
663,INNCY085,INNCY,Inner area cycle surveys,524394.984785249,176092.963168857,Fulham High Street,Hammersmith & Fulham,Inner
664,INNCY086,INNCY,Inner area cycle surveys,525867.997931205,173232.002110441,Garratt Lane,Wandsworth,Inner
665,INNCY087,INNCY,Inner area cycle surveys,527702.86,175888.38,Latchmere Road,Wandsworth,Inner
666,INNCY088,INNCY,Inner area cycle surveys,529274.997344218,171070.000976828,Mitcham Lane,Wandsworth,Inner
667,INNCY089,INNCY,Inner area cycle surveys,532445.808736929,177980.172960674,Walworth Road,Southwark,Inner
668,INNCY090,INNCY,Inner area cycle surveys,530118.76391706,177537.699617351,Wandsworth Road,Lambeth,Inner
669,INNCY091,INNCY,Inner area cycle surveys,532893.235222642,172185.471676662,South Croxted Road,Southwark,Inner
670,INNCY092,INNCY,Inner area cycle surveys,537388.813562711,176162.773185948,Lewisham Way,Lewisham,Inner
671,INNCY093,INNCY,Inner area cycle surveys,530999.996047546,173239.99982112,Christchurch Road,Lambeth,Inner
672,INNCY094,INNCY,Inner area cycle surveys,534338.627413909,173343.520188723,Dulwich Common,Southwark,Inner
673,INNCY095,INNCY,Inner area cycle surveys,531201.010637191,174410.004910647,Tulse Hill,Lambeth,Inner
674,INNCY096,INNCY,Inner area cycle surveys,535366.885473949,176560.529329436,Lausanne Road,Lewisham,Inner
675,INNCY097,INNCY,Inner area cycle surveys,532665.176832585,176060.742391959,Denmark Hill,Lambeth,Inner
676,INNCY098,INNCY,Inner area cycle surveys,533682.980155149,174456.411626863,Lordship Lane,Southwark,Inner
677,INNCY099,INNCY,Inner area cycle surveys,531765.648911516,172685.528536875,Norwood Road,Lambeth,Inner
678,INNCY100,INNCY,Inner area cycle surveys,534968.0,172025.0,Kirkdale,Lewisham,Inner
679,INNCY101,INNCY,Inner area cycle surveys,528415.680586139,172056.708534728,Tooting Bec Road,Wandsworth,Inner
680,INNCY102,INNCY,Inner area cycle surveys,526988.666636067,173916.086293381,Trinity Road,Wandsworth,Inner
681,INNCY103,INNCY,Inner area cycle surveys,522130.528224199,174213.031293759,Roehampton Lane,Wandsworth,Inner
682,INNCY104,INNCY,Inner area cycle surveys,522551.900316831,176230.003941344,Rocks Lane,Richmond upon Thames,Inner
683,INNCY105,INNCY,Inner area cycle surveys,523542.412487151,178013.553405621,Fulham Palace Road,Hammersmith & Fulham,Inner
684,INNCY106,INNCY,Inner area cycle surveys,527036.133452826,174955.058890569,Battersea Rise,Wandsworth,Inner
685,INNCY107,INNCY,Inner area cycle surveys,527983.85375603,175604.433009161,Lavendar Hill,Wandsworth,Inner
686,INNCY108,INNCY,Inner area cycle surveys,526332.499938458,170127.460776154,Merton High Street,Merton,Inner
687,INNCY109,INNCY,Inner area cycle surveys,524568.798918321,175243.766248947,Putney Bridge Road,Wandsworth,Inner
688,INNCY110,INNCY,Inner area cycle surveys,529333.817610114,174023.115656544,Poynders Road,Lambeth,Inner
689,INNCY111,INNCY,Inner area cycle surveys,529190.823515437,186065.268626113,Junction Road,Islington,Inner
690,INNCY112,INNCY,Inner area cycle surveys,523943.946962775,182461.980056737,Harrow Road,Westminster,Inner
691,INNCY113,INNCY,Inner area cycle surveys,524145.909734446,179600.96901263,Holland Road,Kensington & Chelsea,Inner
692,INNCY114,INNCY,Inner area cycle surveys,526066.448306847,178881.674908425,Cromwell Road,Kensington & Chelsea,Inner
693,INNCY115,INNCY,Inner area cycle surveys,528466.593838439,182104.222463783,Marylebone Road,Westminster,Inner
694,INNCY116,INNCY,Inner area cycle surveys,529591.484014584,178566.625090498,Vauxhall Bridge Road,Westminster,Inner
695,INNCY117,INNCY,Inner area cycle surveys,524234.577121527,178360.014232241,Talgarth Road,Hammersmith & Fulham,Inner
696,INNCY118,INNCY,Inner area cycle surveys,529750.828065424,186661.058083155,Holloway Road,Islington,Inner
697,INNCY119,INNCY,Inner area cycle surveys,527023.345363058,182926.237164523,Wellington Road,Westminster,Inner
698,INNCY120,INNCY,Inner area cycle surveys,527115.640577024,180848.731844235,Bayswater Road,Westminster,Inner
699,INNCY121,INNCY,Inner area cycle surveys,526101.003357922,178444.00019151,Old Brompton Road,Kensington & Chelsea,Inner
700,INNCY122,INNCY,Inner area cycle surveys,529461.871654075,184552.041782792,Camden Road,Camden,Inner
701,INNCY123,INNCY,Inner area cycle surveys,526604.496259122,182183.589745135,Edgware Road (Maida Vale),Westminster,Inner
702,INNCY124,INNCY,Inner area cycle surveys,527515.987763849,181222.384887164,Edgware Road (Lisson Grove),Westminster,Inner
703,INNCY125,INNCY,Inner area cycle surveys,527917.4315438,179065.47229697,Sloane Street,Kensington & Chelsea,Inner
704,INNCY126,INNCY,Inner area cycle surveys,525294.306579791,181054.982805511,Pembridge Villas,Kensington & Chelsea,Inner
705,INNCY127,INNCY,Inner area cycle surveys,525922.003081417,181270.001257119,Bishop's Bridge Road,Westminster,Inner
706,INNCY128,INNCY,Inner area cycle surveys,528255.149246501,180336.69841228,Park Lane,Westminster,Inner
707,INNCY129,INNCY,Inner area cycle surveys,528550.965548686,179563.249809639,Grosvenor Place,Westminster,Inner
708,INNCY130,INNCY,Inner area cycle surveys,529535.063061469,185409.066462029,Brecknock Road,Camden,Inner
709,INNCY131,INNCY,Inner area cycle surveys,525425.955470392,181900.150878667,Harrow Road,Westminster,Inner
710,INNCY132,INNCY,Inner area cycle surveys,533653.40512098,186933.670048792,Stamford Hill,Hackney,Inner
711,INNCY133,INNCY,Inner area cycle surveys,530647.074452175,184348.979908648,Caledonian Road,Islington,Inner
712,INNCY134,INNCY,Inner area cycle surveys,532131.680154039,182892.886710991,City Road,Islington,Inner
713,INNCY135,INNCY,Inner area cycle surveys,533475.872465351,183701.345292129,Kingsland Road,Hackney,Inner
714,INNCY136,INNCY,Inner area cycle surveys,533691.876576078,181843.717032687,Commercial Street,Tower Hamlets,Inner
715,INNCY137,INNCY,Inner area cycle surveys,534553.106188332,186943.017373148,Upper Clapton Road,Hackney,Inner
716,INNCY138,INNCY,Inner area cycle surveys,531209.140267437,185167.845510808,Holloway Road,Islington,Inner
717,INNCY139,INNCY,Inner area cycle surveys,530573.858309597,187490.570637657,Crouch Hill,Islington,Inner
718,INNCY140,INNCY,Inner area cycle surveys,536426.14496373,184639.466757653,Victoria Park Road,Hackney,Inner
719,INNCY141,INNCY,Inner area cycle surveys,534990.061446446,181286.52652681,Commercial Road,Tower Hamlets,Inner
720,INNCY142,INNCY,Inner area cycle surveys,532485.096453076,185927.398091144,Green Lanes,Hackney,Inner
721,INNCY143,INNCY,Inner area cycle surveys,534637.997337429,184847.997066473,Graham Road,Hackney,Inner
722,INNCY144,INNCY,Inner area cycle surveys,534704.493755209,180731.005543038,The Highway,Tower Hamlets,Inner
723,INNCY145,INNCY,Inner area cycle surveys,534236.479351927,182589.05368229,Bethnal Green Road,Tower Hamlets,Inner
724,INNCY146,INNCY,Inner area cycle surveys,535838.997672598,185118.999492835,Homerton High Street,Hackney,Inner
725,INNCY147,INNCY,Inner area cycle surveys,531662.602137875,184188.015984093,Upper Street,Islington,Inner
726,INNCY148,INNCY,Inner area cycle surveys,532573.681389546,183649.560115482,New North Road,Islington,Inner
